Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year,Standard Error,Dystopia Residual,Region
126,Djibouti,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,2015,0.08096,2.05125,Sub-Saharan Africa
127,Armenia,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.07855,0.039,2015,0.04763,1.75873,Central and Eastern Europe
128,Botswana,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.10461,0.12474,2015,0.049339999999999995,1.46181,Sub-Saharan Africa
129,Myanmar,4.3069999999999995,0.27108000000000004,0.70905,0.48246000000000006,0.44017,0.79588,0.19034,2015,0.04351,1.41805,Southeastern Asia
130,Georgia,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.055470000000000005,0.38331,2015,0.042210000000000004,1.59541,Central and Eastern Europe
131,Malawi,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.33128,0.06977,2015,0.0613,2.8079099999999997,Sub-Saharan Africa
132,Sri Lanka,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.40828000000000003,0.09179,2015,0.03751,0.67108,Southern Asia
133,Cameroon,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.20618000000000003,0.05786,2015,0.04678,1.95071,Sub-Saharan Africa
134,Bulgaria,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,2015,0.04828,0.89991,Central and Eastern Europe
135,Egypt,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,2015,0.0326,1.59927,Middle East and Northern Africa
136,Yemen,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.09131,0.07854,2015,0.04367,1.92313,Middle East and Northern Africa
137,Angola,4.033,0.75778,0.8604,0.16683,0.10384000000000002,0.12344000000000001,0.07122,2015,0.047580000000000004,1.9493900000000002,Sub-Saharan Africa
138,Mali,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.18798,0.12352,2015,0.05602000000000001,1.79293,Sub-Saharan Africa
139,Congo (Brazzaville),3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.12387999999999999,0.11685999999999999,2015,0.06682,1.68135,Sub-Saharan Africa
140,Comoros,3.9560000000000004,0.23906,0.79273,0.36315,0.22916999999999998,0.17440999999999998,0.19899999999999998,2015,0.04797,1.95812,Sub-Saharan Africa
141,Uganda,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.29066,0.07267,2015,0.04317,1.42766,Sub-Saharan Africa
142,Senegal,3.904,0.36498,0.97619,0.4354,0.36772,0.20843000000000003,0.10712999999999999,2015,0.03608,1.44395,Sub-Saharan Africa
143,Gabon,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.06822,0.11091,2015,0.04547,0.99895,Sub-Saharan Africa
144,Niger,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.19387000000000001,0.15639,2015,0.036019999999999996,1.87877,Sub-Saharan Africa
145,Cambodia,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,2015,0.05069,0.98195,Southeastern Asia
146,Tanzania,3.781,0.2852,1.00268,0.38215,0.32878,0.34376999999999996,0.05747000000000001,2015,0.05061,1.38079,Sub-Saharan Africa
147,Madagascar,3.681,0.20824,0.66801,0.46721,0.19184,0.21333000000000002,0.08123999999999999,2015,0.03633,1.851,Sub-Saharan Africa
148,Central African Republic,3.678,0.0785,0.0,0.06699,0.48878999999999995,0.23835,0.08288999999999999,2015,0.06112000000000001,2.7223,Sub-Saharan Africa
149,Chad,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,2015,0.0383,1.9429599999999998,Sub-Saharan Africa
150,Guinea,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139000000000001,2015,0.0359,1.9917200000000002,Sub-Saharan Africa
151,Ivory Coast,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922000000000002,2015,0.051410000000000004,1.41723,Sub-Saharan Africa
152,Burkina Faso,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.21746999999999997,0.12832000000000002,2015,0.04324,1.46494,Sub-Saharan Africa
153,Afghanistan,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.3651,0.09719,2015,0.03084,1.9521,Southern Asia
154,Rwanda,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.22628,0.55191,2015,0.03464,0.67042,Sub-Saharan Africa
155,Benin,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,2015,0.03656,1.6332799999999998,Sub-Saharan Africa
156,Syria,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.47179,0.18905999999999998,2015,0.05015,0.32858000000000004,Middle East and Northern Africa
157,Burundi,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.19727,0.10062,2015,0.08657999999999999,1.83302,Sub-Saharan Africa
158,Togo,2.839,0.20868,0.13995,0.28443,0.36453,0.16680999999999999,0.10730999999999999,2015,0.06727000000000001,1.56726,Sub-Saharan Africa
